產經新聞快報,-32256,-31098,-31098,news,11,801,0,0,7,7,3,-1953789183,2001,4,10,1,493,0,-1,5,8,0,9,-1,-1,6,2,2,0,0,-1,-2004318208,2880,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,報導當天的有趣新聞。                                                    
體育新聞,-31232,32639,32639,news,6,801,0,0,5,6,3,1,2001,4,10,1,512,0,-1,4,7,-1,-1,-1,-1,9,0,0,0,0,-1,0,2280,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,報導當天的有趣新聞。                                                    
新聞萬花筒,0,0,0,news,17,174,0,0,4,6,3,1,2001,4,10,1,550,0,-1,5,4,9,-1,-1,-1,6,4,0,0,0,-1,0,2120,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,報導當天的有趣新聞。                                                    
今日新聞,0,0,0,news,12,801,0,0,7,5,3,1,2001,4,10,1,300,0,-1,2,0,1,2,3,4,2,2,2,2,2,-1,0,1870,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,報導當天的有趣新聞。                                                    
焦點新聞,0,0,0,news,13,843,0,0,8,6,3,1,2001,4,10,1,370,0,-1,2,0,1,2,-1,-1,4,4,2,0,0,-1,0,2740,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,報導當天的有趣新聞。                                                    
日本職棒Ⅰ 　　　,0,0,0,sport,11,820,0,1,5,4,3,1,2000,4,60,2,0,0,-1,4,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,10000,-1,-1,90,0,1,-1,40,60,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的職棒比賽，你支持哪一隊呢？                                        
日本職棒Ⅱ,0,0,0,sport,11,820,0,1,5,5,4,1,2001,4,60,2,365,0,-1,4,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,15000,-1,-1,90,0,1,-1,40,60,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的職棒比賽，你支持哪一隊呢？                                        
日本職棒Ⅲ,0,0,0,sport,11,820,0,1,5,6,5,1,2002,4,60,2,430,0,-1,4,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,20000,-1,-1,90,0,1,-1,40,60,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的職棒比賽，你支持哪一隊呢？                                        
溫布敦網球賽,0,0,0,add,1,830,0,1,8,3,7,1,2000,1,10,1,0,0,-1,5,3,-1,-1,-1,-1,9,0,0,0,0,-1,0,2200,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,愛打網球的觀眾絕不能不看的比賽，冠軍得主是誰？請拭目以待！              
歐洲足球精華Ⅰ,0,0,0,sport,14,822,0,1,6,4,6,1,2000,1,10,1,30,0,-1,6,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,2000,-1,-1,90,0,1,-1,40,80,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000年的歐洲職業足球聯賽精彩畫面集錦。                                  
歐洲足球精華Ⅱ,0,0,0,sport,16,822,0,1,6,4,5,1,2001,1,10,1,365,0,-1,6,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,2200,-1,-1,90,0,1,-1,40,80,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001年的歐洲職業足球聯賽精彩畫面集錦。                                  
歐洲足球精華Ⅲ,0,0,0,sport,14,822,0,1,6,4,7,1,2002,1,10,1,430,0,-1,6,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,2500,-1,-1,90,0,1,-1,40,80,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002年的歐洲職業足球聯賽精彩畫面集錦。                                  
亞洲足球精華Ⅰ,0,0,0,sport,15,822,0,1,6,2,2,1,2000,4,10,1,30,0,-1,4,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,1500,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000年的亞洲足球聯賽精彩畫面集錦。                                      
亞洲足球精華Ⅱ,0,0,0,sport,15,822,0,1,6,3,3,1,2001,4,10,1,365,0,-1,4,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,1500,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001年的亞洲足球聯賽精彩畫面集錦。                                      
亞洲足球精華Ⅲ,0,0,0,sport,16,822,0,1,6,4,3,1,2002,4,10,1,430,0,-1,4,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,1500,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2002年的亞洲足球聯賽精彩畫面集錦。                                      
美式足球欣賞,0,0,0,sport,17,822,0,1,5,4,6,1,2000,0,30,2,0,0,-1,5,1,-1,-1,-1,-1,9,0,0,0,0,-1,0,2000,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各種運動比賽、戰況以及一些小常識。                              
超級體育,0,0,0,sport,7,823,0,1,4,5,3,1,2000,1,10,1,5,0,-1,5,6,9,0,1,2,2,2,2,2,2,-1,0,1200,-1,-1,90,0,1,-1,40,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各種運動比賽、戰況以及一些小常識。                              
綜合體育時間,0,0,0,sport,22,823,0,1,4,5,3,1,2000,4,10,1,0,0,-1,5,6,9,0,1,2,2,2,2,2,2,-1,0,1620,-1,-1,90,0,1,-1,40,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各種運動比賽、戰況以及一些小常識。                              
運動場風雲,0,0,0,sport,18,823,0,1,4,5,3,1,2000,4,10,1,0,0,-1,4,6,9,0,1,2,2,2,2,2,2,-1,0,1300,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各種運動比賽、戰況以及一些小常識。                              
棒球集錦,0,0,0,sport,13,820,0,1,4,6,3,1,2000,4,10,1,0,0,-1,5,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,1680,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各地的棒球比賽精華、戰況以及一些小常識。                        
美國職籃精華篇,0,0,0,sport,9,821,0,1,6,6,5,1,2000,0,30,1,0,0,-1,6,2,-1,-1,-1,-1,9,0,0,0,0,-1,0,2500,-1,-1,90,0,1,-1,40,60,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹美國的籃球比賽精華、戰況以及一些小常識。                        
亞洲職籃精華篇,0,0,0,sport,8,821,0,1,4,4,3,1,2000,4,30,1,5,0,-1,3,2,-1,-1,-1,-1,9,0,0,0,0,-1,0,1220,-1,-1,90,0,1,-1,40,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹亞洲的籃球比賽精華、戰況以及一些小常識。                        
美國職棒精華篇,0,0,0,sport,12,824,0,1,6,6,5,1,2000,0,60,2,0,0,-1,6,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,2200,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹美國的棒球比賽精華、戰況以及一些小常識。                        
日本職棒精華篇,0,0,0,sport,13,824,0,1,5,5,4,1,2000,2,60,2,10,0,-1,5,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,1800,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各日本棒球比賽精華、戰況以及一些小常識。                        
Ｆ１超級大賽車,0,0,0,sport,4,826,0,1,4,3,4,1,2000,0,10,1,0,0,-1,5,7,-1,-1,-1,-1,9,0,0,0,0,-1,0,1400,-1,-1,90,0,1,-1,40,45,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,雷霆急速的賽車比賽，讓你的神經繃到極點。                                
激爆賽車秀,0,0,0,sport,5,826,0,1,5,4,4,1,2000,0,10,1,0,0,-1,5,7,-1,-1,-1,-1,9,0,0,0,0,-1,0,1620,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,雷霆急速的賽車比賽，讓你的神經繃到極點。                                
超霸大賽車,0,0,0,sport,6,825,0,1,5,4,4,1,2000,0,10,1,5,0,-1,4,7,-1,-1,-1,-1,9,0,0,0,0,-1,0,1360,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,雷霆急速的賽車比賽，讓你的神經繃到極點。                                
霹靂賽車,0,0,0,sport,5,825,0,1,5,4,4,1,2000,0,10,1,0,0,-1,3,7,-1,-1,-1,-1,9,0,0,0,0,-1,0,1210,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,雷霆急速的賽車比賽，讓你的神經繃到極點。                                
大對抗拳擊,0,0,0,sport,1,136,0,1,4,6,4,1,2000,0,10,1,50,0,-1,4,5,-1,-1,-1,-1,9,0,0,0,0,-1,0,1740,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,拳來拳往，精彩刺激，你豈能抗拒殘酷打鬥的誘惑？                          
老虎高爾夫,0,0,0,sport,10,461,0,1,6,3,4,1,2000,0,10,2,0,0,-1,5,3,-1,-1,-1,-1,9,0,0,0,0,-1,0,1260,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
保齡球菁英冠軍賽,0,0,0,sport,30,831,0,1,5,3,4,1,2000,0,10,1,10,0,-1,3,8,-1,-1,-1,-1,9,0,0,0,0,-1,0,1640,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
來打保齡球,0,0,0,sport,30,831,0,1,5,4,4,1,2000,4,10,1,0,0,-1,4,8,-1,-1,-1,-1,9,0,0,0,0,-1,0,1400,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
世界撞球王,0,0,0,add,0,829,0,1,7,6,4,1,2000,0,10,1,0,0,-1,4,9,8,-1,-1,-1,5,5,0,0,0,-1,0,1340,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
亞洲撞球邀請賽,0,0,0,add,0,829,0,1,5,4,4,1,2000,4,10,1,5,0,-1,4,8,9,-1,-1,-1,4,6,0,0,0,-1,0,1840,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
職業撞球,0,0,0,add,0,829,0,1,4,4,5,1,2000,4,10,1,0,0,-1,4,8,9,-1,-1,-1,4,6,0,0,0,-1,0,1720,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
亞洲體壇,0,0,0,sport,24,822,0,1,4,4,3,1,2000,4,10,1,10,0,-1,4,0,1,2,3,4,2,2,2,2,2,-1,0,1020,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
花式撞球,0,0,0,add,0,829,0,1,4,4,3,1,2000,4,10,1,0,0,-1,4,8,3,9,-1,-1,3,5,2,0,0,-1,0,1230,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
體育特寫,0,0,0,sport,27,822,0,1,4,4,3,1,2000,4,10,1,5,0,-1,4,9,5,6,8,-1,4,2,2,2,0,-1,0,1640,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,綜合介紹各種運動比賽、戰況以及一些小常識。                              
名人高爾夫,0,0,0,sport,10,461,0,1,8,6,6,1,2000,0,10,2,0,0,-1,4,3,-1,-1,-1,-1,9,0,0,0,0,-1,0,1300,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
世思體操大競技,0,0,0,sport,31,461,0,1,4,4,4,1,2000,0,10,1,5,0,-1,5,6,9,-1,-1,-1,2,8,0,0,0,-1,0,1000,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,各式高難度、高度肢體美學的體操比賽供你觀賞。                            
古巴職棒精華篇,0,0,0,sport,12,820,0,1,5,6,4,1,2000,0,10,2,0,0,-1,3,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,1600,-1,-1,90,0,1,-1,40,60,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的職棒比賽，你支持哪一隊呢？                                        
墨西哥職棒精華篇,0,0,0,sport,12,824,0,1,4,3,4,1,2000,0,10,2,5,0,-1,3,0,-1,-1,-1,-1,9,0,0,0,0,-1,0,500,-1,-1,90,0,1,-1,40,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的職棒比賽，你支持哪一隊呢？                                        
摔角明星賽,0,0,0,fight,44,490,0,1,4,4,4,1,2000,0,10,1,10,0,-1,4,4,-1,-1,-1,-1,9,0,0,0,0,-1,0,2000,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,抒發工作一天的疲倦，看看精彩刺激的摔跤比賽吧！                          
格鬥摔角,0,0,0,sport,3,136,0,1,4,4,4,1,2000,0,10,1,10,0,-1,4,4,-1,-1,-1,-1,9,0,0,0,0,-1,0,1800,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,不同於傳統的摔跤，血腥殘忍的格鬥令你大呼過癮！                          
激動摔角秀,0,0,0,sport,0,136,0,1,4,3,4,1,2001,0,10,1,366,0,-1,4,4,-1,-1,-1,-1,9,0,0,0,0,-1,0,1620,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,不同於傳統的摔跤，血腥殘忍的格鬥令你大呼過癮！                          
高爾夫錦標賽,0,0,0,sport,10,461,0,1,4,3,3,1,2000,0,10,1,0,0,-1,4,3,-1,-1,-1,-1,9,0,0,0,0,-1,0,1420,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,精彩的球技競賽，你豈能錯過？                                            
美式摔角賽,0,0,0,fight,44,111,0,1,7,4,6,1,2000,0,10,1,20,0,-1,4,4,-1,-1,-1,-1,9,0,0,0,0,-1,0,1320,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,抒發工作一天的疲倦，看看精彩刺激的摔跤比賽吧！                          
日本象撲賽,0,0,0,sport,2,823,0,1,7,2,6,1,2000,2,10,1,30,0,-1,4,4,-1,-1,-1,-1,9,0,0,0,0,-1,0,1500,-1,-1,90,0,1,-1,40,35,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,抒發工作一天的疲倦，看看精彩刺激的象撲比賽吧！                          
暴力拳擊爭霸戰,0,0,0,sport,0,136,0,1,2,8,7,1,2001,0,10,1,366,0,-1,4,5,-1,-1,-1,-1,9,0,0,0,0,-1,0,1980,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,血腥殘忍的拳來拳往令你大呼過癮！                                        
世界摔角賽,0,0,0,fight,44,823,0,1,4,4,6,1,2000,0,10,1,0,0,-1,4,4,-1,-1,-1,-1,9,0,0,0,0,-1,0,1640,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,抒發工作一天的疲倦，看看精彩刺激的摔跤比賽吧！                          
女子田徑錦標賽,0,0,0,sport,19,461,0,1,4,2,4,1,2000,4,10,1,0,0,-1,3,6,-1,-1,-1,-1,9,0,0,0,0,-1,0,700,-1,-1,90,0,1,-1,40,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
男子田徑錦標賽,0,0,0,sport,21,461,0,1,4,2,4,1,2000,4,10,1,0,0,-1,4,6,-1,-1,-1,-1,9,0,0,0,0,-1,0,800,-1,-1,90,0,1,-1,40,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
女子體操錦標賽,0,0,0,sport,31,461,0,1,4,2,4,1,2000,4,10,1,0,0,-1,5,9,-1,-1,-1,-1,9,0,0,0,0,-1,0,1600,-1,-1,90,0,1,-1,40,60,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,各式高難度、高度肢體美學的體操比賽供你觀賞。                            
男子體操錦標賽,0,0,0,sport,23,461,0,1,4,2,4,1,2000,4,10,1,30,0,-1,4,9,-1,-1,-1,-1,9,0,0,0,0,-1,0,1300,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,各式高難度、高度肢體美學的體操比賽供你觀賞。                            
世界滑雪公開賽,0,0,0,add,4,822,0,1,8,3,5,1,2000,0,10,1,0,0,-1,4,9,6,-1,-1,-1,4,6,0,0,0,-1,0,1200,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,追求速度感的滑雪運動是要高超的膽識與靈活的技巧，喜歡滑雪的觀眾不可錯過！
歐洲滑雪公開賽,0,0,0,add,4,822,0,1,7,2,5,1,2000,1,10,1,5,0,-1,4,6,9,-1,-1,-1,5,5,0,0,0,-1,0,1020,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,追求速度感的滑雪運動是要高超的膽識與靈活的技巧，喜歡滑雪的觀眾不可錯過！
世界游泳公開賽,0,0,0,sport,29,461,0,1,6,3,4,1,2000,0,10,1,10,0,-1,4,6,-1,-1,-1,-1,9,0,0,0,0,-1,0,1320,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
世界馬拉松賽,0,0,0,sport,20,461,0,1,5,1,4,1,2000,0,5,2,0,0,-1,4,6,-1,-1,-1,-1,9,0,0,0,0,-1,0,600,-1,-1,90,0,1,-1,40,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
二十屆大運動會,0,0,0,sport,24,822,0,1,4,5,4,1,2000,4,10,2,10,0,-1,4,0,1,2,3,4,2,2,2,2,2,-1,0,2400,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
二十一屆大運動會,0,0,0,sport,24,822,0,1,4,5,5,1,2000,4,10,2,365,0,-1,4,5,6,7,8,9,2,2,2,2,2,-1,0,2700,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
二十二屆大運動會,0,0,0,sport,24,822,0,1,4,5,5,1,2000,4,10,2,430,0,-1,4,5,1,7,3,9,2,2,2,2,2,-1,0,3000,-1,-1,90,0,1,-1,40,40,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
攀爬高手賽,0,0,0,art,58,461,0,1,4,5,4,1,2000,0,10,1,0,0,-1,3,6,-1,-1,-1,-1,9,0,0,0,0,-1,0,500,-1,-1,90,0,1,-1,40,25,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,挑戰人類體能的極限是人類從古至今的夢想，想看看選手們的高昂鬥志嗎？      
９９衝鋒飛車賽,0,0,0,sport,6,825,0,1,4,6,4,1,2000,0,10,1,0,0,-1,4,7,-1,-1,-1,-1,9,0,0,0,0,-1,0,840,-1,-1,90,0,1,-1,40,50,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,講求速度與靈動的機車比賽是少年追風少年的最愛！                          
