奮鬥的旅程        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,44,883,1,6,1,2,5,304,9,9,0,1,4,16,14,-1,4,3,2,1,0
他們是兄弟        ,0,0,0,0,0,0,happy,0,0,0,0,0,0,0,15,884,1,6,1,2,9,317,9,9,0,1,0,13,5,-1,4,3,2,1,0
這麼多年來        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,52,885,1,6,1,2,5,325,9,9,0,1,0,2,13,-1,4,3,2,1,0
戀愛最快樂        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,31,874,1,6,1,2,7,335,6,6,0,1,4,16,14,-1,4,3,2,1,0
以後還會見到你嗎  ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,25,887,1,6,1,2,5,341,9,9,0,1,0,13,5,-1,4,3,2,1,0
我從來不明白      ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,25,888,1,6,1,2,5,352,9,9,0,1,0,2,13,-1,4,3,2,1,0
我又戀愛了        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,33,889,1,6,1,2,5,363,9,9,0,1,4,16,14,-1,4,3,2,1,0
真心真意          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,36,890,1,6,1,2,5,374,9,9,0,1,0,13,5,-1,4,3,2,1,0
陌生與熟悉        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,35,874,1,6,1,2,5,385,9,9,0,1,0,2,13,-1,4,3,2,1,0
快樂星期六        ,0,0,0,0,0,0,happy,0,0,0,0,0,0,0,3,525,1,6,1,2,5,396,9,9,0,1,4,16,14,-1,4,3,2,1,0
山中無甲子        ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,5,893,1,6,1,2,5,7,9,9,1,1,0,13,5,-1,4,3,2,1,0
再見一次          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,12,894,1,6,1,2,7,18,6,6,0,1,0,2,13,-1,4,3,2,1,0
今年會更好        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,4,874,1,6,1,2,5,24,9,9,0,1,4,16,14,-1,4,3,2,1,0
默默無話說        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,26,889,1,6,1,2,5,35,9,9,0,1,0,13,5,-1,4,3,2,1,0
用心來感覺        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,25,898,1,6,1,2,5,42,9,9,0,1,0,2,13,-1,4,3,2,1,0
浪花打醒我        ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,7,329,1,6,1,2,5,51,9,9,0,1,4,16,14,-1,4,3,2,1,0
我愛你很真        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,15,862,1,6,1,2,9,62,9,9,0,1,0,13,5,-1,4,3,2,1,0
美好的回憶        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,12,879,1,6,1,2,5,73,9,9,0,1,0,2,13,-1,4,3,2,1,0
你是我的靈感      ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,19,880,1,6,1,2,9,86,9,9,0,1,4,16,14,-1,4,3,2,1,0
炙手可熱的人物    ,0,0,0,0,0,0,movi-a,0,0,0,0,0,0,0,0,490,1,6,1,2,9,95,9,9,0,1,0,13,5,-1,4,3,2,1,0
雪的故鄉          ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,4,881,1,6,1,2,5,109,9,9,0,1,0,2,13,-1,4,3,2,1,0
窗台的陽光        ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,9,882,1,6,1,2,5,118,9,9,0,5,15,19,1,-1,4,3,2,1,0
人面桃花          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,2,883,1,6,1,2,4,127,1,11,1,5,15,19,1,-1,4,3,2,1,0
十年一覺揚州夢    ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,16,884,1,6,1,2,3,134,3,13,1,5,15,19,1,-1,4,3,2,1,0
相思紅豆          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,0,286,1,6,1,2,4,145,1,11,1,5,15,19,1,-1,4,3,2,1,0
錦瑟              ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,0,286,1,6,1,2,0,151,1,21,1,1,4,16,14,-1,4,3,2,1,0
旅夜書懷          ,0,0,0,0,0,0,afraid,0,0,0,0,0,0,0,4,182,1,6,1,2,5,162,9,9,1,1,0,13,5,-1,4,3,2,1,0
床前明月光        ,0,0,0,0,0,0,afraid,0,0,0,0,0,0,0,4,182,1,6,1,2,5,173,9,9,1,1,0,2,13,-1,4,3,2,1,0
隨風而去          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,5,889,1,6,1,2,5,186,9,9,2,1,4,16,14,-1,4,3,2,1,0
少女十五二十時    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,2,890,1,6,1,2,2,195,6,16,1,1,0,13,5,-1,4,3,2,1,0
天涯明月情        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,1,891,1,6,1,2,0,202,9,9,1,1,0,2,13,-1,4,3,2,1,0
湖畔歌聲          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,7,892,1,6,1,2,5,214,9,9,0,1,4,16,14,-1,4,3,2,1,0
亂世女兒心        ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,25,123,1,6,1,2,6,228,8,8,0,1,0,13,5,-1,4,3,2,1,0
東城飛花          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,11,894,1,6,1,2,5,237,9,9,1,1,0,2,13,-1,4,3,2,1,0
別枝驚雀          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,1,874,1,6,1,2,0,249,9,9,1,1,4,16,14,-1,4,3,2,1,0
愛的禮物          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,13,894,1,6,1,2,5,255,9,9,0,1,0,13,5,-1,4,3,2,1,0
青春的心聲        ,0,0,0,0,0,0,make-a,0,0,0,0,0,0,0,101,521,1,6,1,2,5,266,9,9,0,1,0,2,13,-1,4,3,2,1,0
校園綠樹青草青    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,51,877,1,6,1,2,2,278,6,16,0,1,4,16,14,-1,4,3,2,1,0
昨日黃花          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,3,878,1,6,1,2,8,286,4,4,1,1,0,13,5,-1,4,3,2,1,0
月下相逢          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,12,879,1,6,1,2,5,299,9,9,0,1,0,2,13,-1,4,3,2,1,0
山外青山          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,4,880,1,6,1,2,5,305,9,9,1,1,4,16,14,-1,4,3,2,1,0
愁人心上秋        ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,12,881,1,6,1,2,9,313,9,9,0,1,0,13,5,-1,4,3,2,1,0
銀瓶梅            ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,0,881,1,6,1,2,5,322,9,9,1,1,0,2,13,-1,4,3,2,1,0
今夜的雨下得無情  ,0,0,0,0,0,0,afraid,0,0,0,0,0,0,0,26,882,1,6,1,2,4,335,1,11,0,1,4,16,14,-1,4,3,2,1,0
無緣對面手難牽    ,0,0,0,0,0,0,afraid,0,0,0,0,0,0,0,25,860,1,6,1,2,9,346,9,9,0,1,0,13,5,-1,4,3,2,1,0
狂歌終古是少年    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,44,520,1,6,1,2,5,354,9,9,0,1,0,2,13,-1,4,3,2,1,0
再戀愛一次        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,22,885,1,6,1,2,5,1,9,9,0,1,4,16,14,-1,4,3,2,1,0
貴妃醉酒          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,0,286,1,6,1,2,3,2,3,13,1,1,0,13,5,-1,4,3,2,1,0
再見天堂鳥        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,5,887,1,6,1,2,0,7,1,21,2,1,0,2,13,-1,4,3,2,1,0
危機小組          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,42,228,1,7,1,2,5,5,9,9,0,8,7,4,9,-1,4,3,2,1,0
驚爆２０００      ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,40,106,1,7,1,2,5,14,9,9,0,9,12,4,7,-1,4,3,2,1,0
豪情七海          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,17,329,1,7,1,2,5,28,9,9,1,4,7,9,17,-1,4,3,2,1,0
超爆格鬥          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,44,110,1,7,1,2,5,36,9,9,0,7,14,12,1,-1,4,3,2,1,0
古惑仔大鬧南天門  ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,11,111,1,7,1,2,7,42,6,6,0,7,9,4,12,-1,4,3,2,1,0
九九九九          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,35,111,1,7,1,2,5,55,9,9,0,3,7,10,14,-1,3,3,2,2,0
世紀末怪物        ,0,0,0,0,0,0,afraid,0,0,0,0,0,0,0,2,241,1,7,1,2,2,63,6,16,0,8,6,3,7,-1,4,3,2,1,0
強龍過江          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,6,101,1,7,1,2,1,79,8,18,1,7,14,9,4,-1,4,3,2,1,0
過河小卒          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,9,101,1,7,1,2,5,84,9,9,1,4,7,9,12,-1,4,3,2,1,0
空爆驚魂          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,38,121,1,7,1,2,0,91,9,9,0,12,8,7,4,-1,4,3,2,1,0
緊張時刻          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,37,121,1,7,1,2,9,105,9,9,0,12,14,11,7,-1,3,3,2,2,0
全面警戒          ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,35,123,1,7,1,2,0,113,9,9,0,19,4,12,10,-1,4,3,2,1,0
超級特快車        ,0,0,0,0,0,0,happy,0,0,0,0,0,0,0,23,710,1,7,1,2,5,122,9,9,0,4,9,14,7,-1,3,3,2,2,0
補習班風雲        ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,20,801,1,7,1,2,5,136,9,9,0,7,3,14,1,-1,3,3,3,1,0
最後通牒          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,77,123,1,7,1,2,5,144,9,9,0,9,14,7,12,-1,4,3,2,1,0
正面對決          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,62,100,1,7,1,2,2,159,6,16,0,7,6,9,12,-1,4,3,2,1,0
大地之劍          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,0,102,1,7,1,2,4,167,1,11,0,7,14,9,4,-1,4,3,2,1,0
黑社會的真相      ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,29,103,1,7,1,2,6,179,8,8,0,7,9,4,12,-1,4,3,2,1,0
隱藏證據          ,0,0,0,0,0,0,afraid,0,0,0,0,0,0,0,19,130,1,7,1,2,5,181,9,9,0,9,14,7,12,-1,4,3,2,1,0
十劍客            ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,96,117,1,7,1,2,9,191,9,9,0,7,12,4,18,-1,4,3,2,1,0
快刀斬亂麻        ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,2,113,1,7,1,2,8,203,4,4,1,7,12,4,18,-1,4,3,2,1,0
寶劍英雄          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,94,101,1,7,1,2,5,211,9,9,1,7,12,4,18,-1,4,3,2,1,0
摩天嶺之約        ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,87,251,1,7,1,2,5,223,9,9,1,7,12,4,18,-1,4,3,2,1,0
黃沙百戰穿金甲    ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,5,252,1,7,1,2,1,235,8,18,1,7,19,4,12,-1,4,3,2,1,0
警探任務          ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,35,104,1,7,1,2,5,244,9,9,0,9,7,12,14,-1,3,3,2,2,0
捍衛熱血          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,35,108,1,7,1,2,2,258,6,16,0,9,7,12,14,-1,3,3,2,2,0
不動鐵甲          ,0,0,0,0,0,0,sci,0,0,0,0,0,0,0,24,243,1,7,1,2,5,269,9,9,3,7,6,9,12,-1,4,3,2,1,0
首都情仇          ,0,0,0,0,0,0,sci,0,0,0,0,0,0,0,31,111,1,7,1,2,5,277,9,9,3,7,6,9,12,-1,4,3,2,1,0
鐵石心腸          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,102,286,1,7,1,2,5,288,9,9,1,9,14,7,4,-1,4,3,2,1,0
江湖劫            ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,88,131,1,7,1,2,5,295,9,9,1,7,14,4,12,-1,4,3,2,1,0
人在天涯          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,92,280,1,7,1,2,1,304,8,18,1,7,14,4,12,-1,4,3,2,1,0
永不回頭          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,93,139,1,7,1,2,5,313,9,9,1,7,14,4,12,-1,4,3,2,1,0
飛劍穿心          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,100,103,1,7,1,2,9,324,9,9,1,3,7,12,4,-1,4,3,2,1,0
征服行            ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,21,139,1,7,1,2,5,334,9,9,1,3,7,12,4,-1,4,3,2,1,0
王者之道          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,18,253,1,7,1,2,5,346,9,9,1,7,6,9,12,-1,4,3,2,1,0
武林盟主          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,20,113,1,7,1,2,9,354,9,9,1,7,12,4,18,-1,4,3,2,1,0
黃昏劍客          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,0,102,1,7,1,2,5,369,9,9,1,7,12,4,18,-1,4,3,2,1,0
核彈風暴          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,77,123,1,7,1,2,5,377,9,9,0,12,19,9,7,-1,4,3,2,1,0
黑色警戒          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,77,123,1,7,1,2,2,384,6,16,0,19,4,12,10,-1,4,3,2,1,0
情報員的故事      ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,72,108,1,7,1,2,1,0,8,18,0,19,4,12,10,-1,4,3,2,1,0
烽火世紀          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,24,224,1,7,1,2,5,14,9,9,0,19,4,12,7,-1,4,3,2,1,0
消失的地平線      ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,37,703,1,7,1,2,5,23,9,9,0,7,6,9,12,-1,4,3,2,1,0
勝者為王          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,21,231,1,7,1,2,5,31,9,9,1,7,6,9,12,-1,4,3,2,1,0
萬夫莫敵          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,19,233,1,7,1,2,3,44,3,13,1,7,6,9,12,-1,4,3,2,1,0
武將爭雄          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,21,231,1,7,1,2,5,56,9,9,1,19,4,12,7,-1,4,3,2,1,0
戰神風雲          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,17,254,1,7,1,2,5,64,9,9,1,19,4,12,7,-1,4,3,2,1,0
霸業雄圖          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,19,139,1,7,1,2,5,76,9,9,1,19,4,12,7,-1,4,3,2,1,0
武將崢嶸          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,21,139,1,7,1,2,9,84,9,9,1,19,4,12,7,-1,4,3,2,1,0
豪氣干雲          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,3,101,1,7,1,2,5,99,9,9,1,19,4,12,7,-1,4,3,2,1,0
雄霸江山          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,13,111,1,7,1,2,6,4,8,8,1,19,4,12,7,-1,4,3,2,1,0
傻哩瓜嘰          ,0,0,0,0,0,0,movi-a,0,0,0,0,0,0,0,0,143,1,8,1,2,7,6,6,6,0,2,3,1,4,-1,4,3,2,1,0
笑翻天            ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,45,151,1,8,1,2,5,11,9,9,0,2,3,1,4,-1,4,3,2,1,0
搞怪兩人組        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,46,143,1,8,1,2,5,26,9,9,0,2,3,1,4,-1,4,3,2,1,0
笨得可以的大塊頭  ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,25,144,1,8,1,2,6,31,8,8,0,2,3,1,4,-1,4,3,2,1,0
碰了一鼻子灰      ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,26,146,1,8,1,2,7,43,6,6,0,2,7,4,3,-1,4,3,2,1,0
大姊妳好          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,39,870,1,8,1,2,6,54,8,8,0,2,3,1,4,-1,4,3,2,1,0
爆笑二蟲唱        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,46,150,1,8,1,2,5,66,9,9,0,2,3,1,4,-1,4,3,2,1,0
豬你生日快樂      ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,48,140,1,8,1,2,8,74,4,4,0,2,3,1,4,-1,4,3,2,1,0
女人永遠少一件衣  ,0,0,0,0,0,0,happy,0,0,0,0,0,0,0,5,178,1,8,1,2,8,87,4,4,0,2,3,1,4,-1,4,3,2,1,0
芭樂成熟時        ,0,0,0,0,0,0,happy,0,0,0,0,0,0,0,14,862,1,8,1,2,2,99,6,16,0,2,3,1,4,-1,4,3,2,1,0
七月的禮物        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,12,170,1,8,1,2,5,107,9,9,0,2,3,1,4,-1,4,3,2,1,0
懷孕的男人        ,0,0,0,0,0,0,happy,0,0,0,0,0,0,0,10,171,1,8,1,2,1,117,8,18,0,2,3,1,4,-1,4,3,2,1,0
天大地大我最大    ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,15,155,1,8,1,2,8,125,4,4,2,2,3,1,4,-1,4,3,2,1,0
九千金            ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,10,870,1,8,1,2,2,134,6,16,1,2,3,1,4,-1,4,3,2,1,0
富翁傳奇          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,9,155,1,8,1,2,5,142,9,9,1,2,3,1,4,-1,4,3,2,1,0
貴客臨門          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,29,354,1,8,1,2,2,151,6,16,2,2,3,1,4,-1,4,3,2,1,0
福星報喜          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,2,152,1,8,1,2,5,163,9,9,1,2,3,1,4,-1,4,3,2,1,0
叱吒風雲          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,54,177,1,8,1,2,5,174,9,9,0,2,3,1,4,-1,4,3,2,1,0
熱心福報          ,0,0,0,0,0,0,news,0,0,0,0,0,0,0,1,178,1,8,1,2,9,185,9,9,0,2,3,1,4,-1,4,3,2,1,0
天公愛好人        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,4,179,1,8,1,2,8,194,4,4,0,2,3,1,4,-1,4,3,2,1,0
我妻嬌滴滴        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,11,170,1,8,1,2,3,206,3,13,0,2,3,1,4,-1,4,3,2,1,0
幸福三生          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,11,146,1,8,1,2,5,214,9,9,0,2,3,1,4,-1,4,3,2,1,0
喜上眉梢          ,0,0,0,0,0,0,movi-a,0,0,0,0,0,0,0,0,155,1,8,1,2,2,226,6,16,0,2,3,1,4,-1,4,3,2,1,0
爆笑春秋          ,0,0,0,0,0,0,fight,0,0,0,0,0,0,0,21,152,1,8,1,2,5,237,9,9,1,2,17,19,3,-1,4,3,2,1,0
歡樂幸福人        ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,19,174,1,8,1,2,0,46,1,21,0,2,13,1,0,-1,4,3,2,1,0
大風起兮魚飛揚    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,7,146,1,8,1,2,5,254,9,9,1,2,3,1,4,-1,4,3,2,1,0
糊塗大偵探        ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,20,155,1,8,1,2,5,266,9,9,0,2,14,9,7,-1,4,3,2,1,0
萬罐家財          ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,18,155,1,8,1,2,5,274,9,9,0,2,3,1,4,-1,4,3,2,1,0
大四喜            ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,20,155,1,8,1,2,3,287,3,13,0,2,3,1,4,-1,4,3,2,1,0
秀才遇到兵        ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,32,355,1,8,1,2,5,299,9,9,0,2,3,1,4,-1,4,3,2,1,0
一代剩人          ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,32,357,1,8,1,2,4,304,1,11,0,2,3,1,4,-1,4,3,2,1,0
閒來無事          ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,55,291,1,8,1,2,5,316,9,9,0,2,3,1,4,-1,4,3,2,1,0
百馬圖笑傳        ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,7,462,1,8,1,2,4,321,1,11,1,2,3,1,4,-1,4,3,2,1,0
千金難買早知道    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,7,440,1,8,1,2,1,333,8,18,1,2,3,1,4,-1,4,3,2,1,0
此地無銀三百兩    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,2,440,1,8,1,2,4,341,1,11,1,2,3,1,4,-1,4,3,2,1,0
三月三            ,0,0,0,0,0,0,art,0,0,0,0,0,0,0,6,175,1,8,1,2,5,355,9,9,0,2,3,1,4,-1,4,3,2,1,0
差不多傳奇        ,0,0,0,0,0,0,movi-a,0,0,0,0,0,0,0,0,355,1,8,1,2,5,364,9,9,0,2,3,1,4,-1,4,3,2,1,0
處處飛花處處花    ,0,0,0,0,0,0,culture,0,0,0,0,0,0,0,18,177,1,8,1,2,0,376,9,9,0,2,3,1,4,-1,4,3,2,1,0
損人專家          ,0,0,0,0,0,0,add,0,0,0,0,0,0,0,20,355,1,8,1,2,1,384,9,9,0,2,3,14,7,-1,4,3,2,1,0
恨鐵不成鋼        ,0,0,0,0,0,0,make-a,0,0,0,0,0,0,0,22,357,1,8,1,2,5,9,9,9,1,2,3,1,4,-1,4,3,2,1,0
風聲雨聲讀書聲    ,0,0,0,0,0,0,make-a,0,0,0,0,0,0,0,31,355,1,8,1,2,5,18,9,9,2,2,3,1,4,-1,4,3,2,1,0
