陸碧妃,0,0,34,0,1,25,36000,70,72,64,35,65,53,65,70,170,6,54,72,5,170,72,8,0,0,0,-1,80,80,0,0,0,0,0,2
游綠珠,0,0,35,1,1,24,28000,72,60,35,65,65,69,45,24,60,4,75,10,6,60,10,0,0,0,0,-1,80,80,0,0,0,0,0,2
賀之瑜,0,0,36,3,1,32,41000,68,65,45,25,45,54,55,51,60,2,62,73,7,60,73,0,0,0,0,-1,80,80,0,0,0,0,0,2
隋湘君,0,0,37,1,1,23,23000,75,78,35,50,48,78,75,32,70,6,65,60,8,70,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
黃志瑛,0,0,38,3,1,31,44000,15,65,85,35,32,10,45,35,70,3,54,88,9,70,88,0,0,0,0,-1,80,80,0,0,0,0,0,2
溫悅琴,0,0,39,2,1,28,40000,80,70,55,35,43,61,65,52,70,4,65,70,5,70,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
詹千柳,0,0,40,3,1,37,42000,65,76,65,45,40,70,70,38,20,8,62,198,6,20,198,10,5,0,0,-1,80,80,0,0,0,0,0,2
萬紫雲,0,0,41,3,1,35,39000,60,65,45,65,62,62,62,32,60,4,65,160,6,60,160,12,10,0,0,-1,80,80,0,0,0,0,0,2
鄒紅豔,0,0,42,1,1,29,24000,65,45,45,72,37,23,32,65,70,6,55,70,8,70,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
廖彩雲,0,0,43,5,1,31,35000,70,65,65,45,44,63,75,45,0,4,15,60,7,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
管孋君,0,0,44,0,1,28,30000,70,75,55,65,62,71,65,58,180,6,60,46,2,180,46,0,0,0,0,-1,80,80,0,0,0,0,0,2
趙雅意,0,0,45,1,1,27,48000,72,67,35,72,40,62,55,45,70,8,47,170,6,70,170,0,0,0,0,-1,80,80,0,0,0,0,0,2
慕容菁,0,0,46,0,1,25,37000,75,92,37,43,66,81,65,62,102,8,28,64,7,102,64,8,15,0,0,-1,80,80,0,0,0,0,0,2
鄭小荷,0,0,47,1,1,16,18000,35,45,32,71,76,86,60,45,0,6,35,0,4,0,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
盧懿文,0,0,48,2,1,42,52000,45,75,75,25,46,62,45,65,280,6,34,172,7,280,172,0,0,0,0,-1,80,80,0,0,0,0,0,2
薛阿喜,0,0,49,1,1,63,25000,8,15,60,15,83,80,15,37,110,8,45,70,4,110,70,21,8,0,0,-1,80,80,0,0,0,0,0,2
顏如玉,0,0,50,0,1,22,20000,85,80,76,64,24,60,85,39,10,6,42,18,9,10,18,3,0,0,0,-1,80,80,0,0,0,0,0,2
譚小霞,0,0,51,1,1,17,18000,70,65,65,70,68,76,65,15,0,4,65,60,6,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
關雪仙,0,0,52,1,1,24,30000,70,54,35,45,46,72,45,47,112,6,45,33,4,112,33,9,3,0,0,-1,80,80,0,0,0,0,0,2
李　靜,0,0,53,1,1,26,30000,73,65,35,72,49,60,65,45,18,7,72,180,6,18,180,12,5,0,0,-1,80,80,0,0,0,0,0,2
祁香君,0,0,54,1,1,32,53000,83,95,65,53,48,48,65,68,345,8,48,80,9,345,80,37,28,0,0,-1,80,80,0,0,0,0,0,2
周　齡,0,0,55,2,1,42,50000,35,85,95,35,55,35,65,72,364,7,24,38,2,364,38,20,0,0,0,-1,80,80,0,0,0,0,0,2
宗郁秀,0,0,56,1,1,28,25000,50,55,75,67,39,45,45,65,0,6,65,60,6,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
林秋雁,0,0,57,2,1,35,48000,65,82,85,45,41,65,75,45,0,4,61,270,6,0,270,0,0,0,0,-1,80,80,0,0,0,0,0,2
方詩意,0,0,58,1,1,35,40000,65,65,65,73,42,73,55,26,60,6,51,70,4,60,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
毛秋雪,0,0,59,5,1,34,46000,55,45,45,45,76,45,65,35,70,4,55,260,7,70,260,0,0,0,0,-1,80,80,0,0,0,0,0,2
古一鳳,0,0,60,1,1,26,32000,45,55,65,85,43,40,65,43,10,4,62,120,8,10,120,0,0,0,0,-1,80,80,0,0,0,0,0,2
史如嫻,0,0,61,5,1,34,40000,55,75,55,48,37,65,80,65,60,9,55,0,5,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
白玉暖,0,0,62,1,1,30,31000,60,65,65,39,26,40,65,65,60,6,65,0,4,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
張妹妹,0,0,63,1,1,29,148000,62,35,60,45,47,39,45,48,70,4,76,472,8,70,472,78,62,0,0,-1,80,80,0,0,0,0,0,2
莫蔚蔚,0,0,64,1,1,35,95000,50,65,35,65,74,83,56,72,368,7,61,160,5,368,160,57,32,0,0,-1,80,80,0,0,0,0,0,2
曲君儀,0,0,65,1,1,17,18000,85,85,45,47,42,79,65,75,60,6,45,6,2,60,6,0,0,0,0,-1,80,80,0,0,0,0,0,2
張千慧,0,0,66,1,1,14,20000,77,75,55,61,58,80,60,58,70,8,45,0,3,70,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
余梅華,0,0,67,4,1,35,24000,65,85,65,24,39,35,75,55,68,7,60,41,5,68,41,0,0,0,0,-1,80,80,0,0,0,0,0,2
陳淑靜,0,0,68,5,1,33,33000,50,65,75,42,52,65,60,48,30,7,34,28,5,30,28,0,0,0,0,-1,80,80,0,0,0,0,0,2
王雪莉,0,0,69,1,1,24,40000,65,55,35,68,57,45,70,55,90,6,62,165,6,90,165,0,0,0,0,-1,80,80,0,0,0,0,0,2
沈青陽,0,0,70,0,1,28,31000,70,58,75,72,63,80,70,15,80,4,55,0,8,80,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
歐陽紅,0,0,71,2,1,35,50000,65,55,65,47,44,65,65,35,170,4,60,160,6,170,160,10,22,0,0,-1,80,80,0,0,0,0,0,2
莊雪梅,0,0,72,1,1,19,28000,85,55,60,68,76,90,35,34,0,7,65,60,1,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
冷豔梅,0,0,73,1,1,34,40000,60,75,78,34,42,45,70,35,0,1,45,0,1,0,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
岳小靈,0,0,74,1,1,10,25000,65,45,67,76,80,78,45,15,0,3,95,60,5,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
蕭龍女,0,0,75,5,1,32,38000,5,15,95,41,20,25,68,64,67,7,47,15,6,67,15,0,0,0,0,-1,80,80,0,0,0,0,0,2
楊安安,0,0,0,1,1,20,26000,65,65,65,62,42,45,65,38,30,7,67,20,8,30,20,0,0,0,0,-1,80,80,0,0,0,0,0,2
楊愛潔,0,0,77,1,1,20,50000,83,65,36,67,45,38,64,65,0,8,45,270,3,0,270,0,0,0,0,-1,80,80,0,0,0,0,0,2
伍雲楓,0,0,78,0,1,30,30000,73,75,64,42,37,55,78,60,53,6,18,0,4,53,0,2,0,0,0,-1,80,80,0,0,0,0,0,2
江秋水,0,0,79,4,1,35,18000,70,95,35,46,38,64,80,70,99,8,42,0,1,99,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
田恭子,0,0,80,1,1,26,78000,90,72,65,54,67,70,65,74,383,7,35,28,5,383,28,42,40,0,0,-1,80,80,0,0,0,0,0,2
王　妃,0,0,81,1,1,30,140000,82,68,67,55,46,20,70,68,230,5,71,352,7,230,352,62,47,0,0,-1,80,80,0,0,0,0,0,2
林一蓮,0,0,82,1,1,36,102000,65,74,55,52,64,55,65,47,120,3,64,345,6,120,345,27,30,0,0,-1,80,80,0,0,0,0,0,2
許如雲,0,0,83,1,1,27,83000,72,67,48,62,35,35,65,60,90,6,70,362,7,90,362,58,62,0,0,-1,80,80,0,0,0,0,0,2
范　雲,0,0,84,1,1,53,50000,65,45,65,15,25,35,45,45,170,6,75,42,3,170,42,12,0,0,0,-1,80,80,0,0,0,0,0,2
宋　靜,0,0,85,1,1,44,40000,15,45,55,65,15,85,65,35,12,4,62,47,6,12,47,0,0,0,0,-1,80,80,0,0,0,0,0,2
楊妮彩,0,0,86,1,1,27,64000,85,85,42,36,37,76,68,64,268,6,51,79,5,268,79,24,30,0,0,-1,80,80,0,0,0,0,0,2
趙　葳,0,0,87,1,1,22,78000,80,73,71,76,72,61,70,76,270,7,65,94,6,270,94,58,55,0,0,-1,80,80,0,0,0,0,0,2
蘇蕙蕙,0,0,88,1,1,28,80000,77,76,52,67,40,63,68,42,73,4,68,268,6,73,268,45,41,0,0,-1,80,80,0,0,0,0,0,2
張玉燕,0,0,89,1,1,30,64000,83,75,58,46,43,57,71,71,320,7,35,90,5,320,90,28,31,0,0,-1,80,80,0,0,0,0,0,2
陳潔瑋,0,0,90,1,1,19,20000,63,48,62,72,63,36,48,28,0,1,32,70,4,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
朱玉貞,0,0,91,2,1,34,41000,59,68,74,63,35,65,65,65,0,3,35,90,7,0,90,0,0,0,0,-1,80,80,0,0,0,0,0,2
何昭君,0,0,92,0,1,23,32000,90,83,71,43,39,68,81,61,81,7,32,0,9,81,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
岳小帆,0,0,93,1,1,26,20000,78,62,52,61,43,65,64,65,0,4,45,60,8,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
薛綺麗,0,0,94,5,1,24,34000,42,65,65,48,62,55,73,45,0,9,65,70,9,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
程圓圓,0,0,95,3,1,31,41000,49,79,71,64,73,81,83,67,112,7,43,27,2,112,27,11,0,0,0,-1,80,80,0,0,0,0,0,2
吳依潔,0,0,96,0,1,22,27000,80,78,64,62,71,65,84,40,8,9,61,5,7,8,5,0,0,0,0,-1,80,80,0,0,0,0,0,2
謝怡芳,0,0,97,0,1,26,28000,74,74,73,71,70,65,83,65,108,6,40,32,4,108,32,0,0,0,0,-1,80,80,0,0,0,0,0,2
林小雲,0,0,98,1,1,23,30000,60,34,48,60,55,48,62,45,0,4,28,0,6,0,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
林新如,0,0,99,1,1,23,70000,83,76,47,48,37,72,66,62,210,6,38,60,4,210,60,38,27,0,0,-1,80,80,0,0,0,0,0,2
孫青青,0,0,100,1,1,32,24000,67,72,46,62,70,69,72,45,0,4,35,70,4,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
羅彩霞,0,0,101,4,1,28,20000,62,80,64,45,63,65,84,35,25,6,46,60,7,25,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
游愛美,0,0,102,1,1,17,18000,65,65,15,65,55,45,15,35,70,4,35,0,6,70,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
杜莉雲,0,0,103,1,1,16,26000,45,65,35,45,45,35,35,25,60,6,25,0,4,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
薛愛華,0,0,104,0,1,25,26000,73,76,43,37,36,68,76,48,176,6,59,18,8,176,18,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,24,50000,45,55,15,25,75,15,25,45,70,3,65,0,9,70,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,15,40000,45,45,65,65,45,35,15,65,60,3,55,0,2,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,35,30000,65,65,45,45,65,25,45,45,80,4,45,0,1,80,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,68,20000,45,45,65,35,45,45,55,65,70,9,95,0,3,70,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,46,10000,45,15,55,35,25,45,65,45,60,7,95,0,4,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,15,25,15,45,35,45,45,65,70,8,85,0,6,70,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,35,25,65,65,45,65,65,45,60,4,75,0,8,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,15,45,35,75,45,45,15,65,60,6,45,0,9,60,0,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,35,65,15,65,35,65,65,45,60,4,15,60,6,60,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,45,45,35,45,25,45,45,35,70,5,15,70,4,70,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,56,50000,15,45,65,25,65,35,65,15,70,6,65,70,8,70,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,28,20000,45,15,15,55,85,45,45,35,60,1,25,60,9,60,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,24,20000,15,65,65,55,35,45,15,73,230,8,46,130,5,230,130,60,78,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,45,65,15,35,75,45,65,15,70,7,75,70,6,70,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
      ,0,0,-1,1,1,36,10000,65,15,15,15,35,65,65,65,60,9,95,60,4,60,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
胡同理,0,0,120,1,0,28,15000,24,45,65,35,45,45,55,65,90,4,55,70,6,90,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
方俊偉,0,0,121,0,0,28,28000,45,65,65,35,45,45,55,53,106,7,46,12,8,106,12,6,0,0,0,-1,80,80,0,0,0,0,0,2
左青雲,0,0,122,4,0,23,30000,45,75,15,45,45,45,45,18,8,4,76,260,7,8,260,0,0,0,0,-1,80,80,0,0,0,0,0,2
田子期,0,0,123,0,0,31,24000,65,47,42,34,18,27,79,37,60,5,28,123,7,60,123,0,0,0,0,-1,80,80,0,0,0,0,0,2
朱振棠,0,0,124,1,0,22,20000,70,45,15,45,55,65,45,15,60,1,65,70,2,60,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
歐克雄,0,0,125,1,0,38,46000,45,45,65,35,45,45,55,65,170,5,65,283,7,170,283,0,0,0,0,-1,80,80,0,0,0,0,0,2
江藍雪,0,0,126,5,0,45,58000,62,45,35,45,15,35,35,68,260,6,63,160,5,260,160,0,0,0,0,-1,80,80,0,0,0,0,0,2
何北松,0,0,127,5,0,25,40000,35,65,45,15,45,15,25,65,60,1,26,10,6,60,10,0,0,0,0,-1,80,80,0,0,0,0,0,2
何悅之,0,0,128,2,0,46,53000,15,45,65,35,65,35,45,62,272,4,51,170,3,272,170,21,0,0,0,-1,80,80,0,0,0,0,0,2
卓峻峰,0,0,129,3,0,34,39000,35,65,45,15,65,45,65,64,90,7,27,18,8,90,18,0,0,0,0,-1,80,80,0,0,0,0,0,2
馬逸群,0,0,130,5,0,21,36000,35,45,65,35,45,45,55,62,90,7,45,30,6,90,30,0,0,0,0,-1,80,80,0,0,0,0,0,2
江涼月,0,0,131,0,0,22,30000,65,65,15,65,45,45,35,37,42,7,46,70,7,42,70,8,0,0,0,-1,80,80,0,0,0,0,0,2
古添樂,0,0,132,1,0,24,76000,90,45,65,35,45,45,55,72,380,7,48,78,5,380,78,36,28,0,0,-1,80,80,0,0,0,0,0,2
柯鎮北,0,0,133,2,0,33,42000,35,35,15,45,37,65,65,35,70,4,48,78,7,70,78,0,0,0,0,-1,80,80,0,0,0,0,0,2
唐天泉,0,0,134,3,0,40,40000,65,45,35,65,65,45,75,45,73,6,74,293,7,73,293,20,1,0,0,-1,80,80,0,0,0,0,0,2
徐孟秋,0,0,135,4,0,25,21000,65,65,15,45,45,65,75,34,20,2,65,73,6,20,73,0,0,0,0,-1,80,80,0,0,0,0,0,2
耿常玉,0,0,136,4,0,26,30000,35,45,65,75,45,65,55,62,84,6,52,126,6,84,126,0,0,0,0,-1,80,80,0,0,0,0,0,2
荊天南,0,0,137,1,0,30,30000,42,65,45,63,94,75,65,65,70,5,65,60,3,70,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
張天鎖,0,0,138,5,0,44,41000,33,75,65,75,35,55,45,70,243,6,48,34,9,243,34,0,0,0,0,-1,80,80,0,0,0,0,0,2
張金嚴,0,0,139,1,0,28,32000,60,72,15,65,45,65,65,65,0,4,65,90,8,0,90,0,0,0,0,-1,80,80,0,0,0,0,0,2
周天理,0,0,140,1,0,24,20000,52,65,65,55,35,45,40,30,0,3,45,90,5,0,90,0,0,0,0,-1,80,80,0,0,0,0,0,2
施洵陽,0,0,141,5,0,36,42000,40,65,15,45,45,25,35,61,34,7,65,107,6,34,107,0,0,0,0,-1,80,80,0,0,0,0,0,2
俞浩風,0,0,142,1,0,21,18000,65,65,35,15,45,15,60,15,0,6,45,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
曾長析,0,0,143,4,0,22,18000,35,45,15,35,35,35,65,63,60,4,46,36,2,60,36,0,0,0,0,-1,80,80,0,0,0,0,0,2
金城文,0,0,144,1,0,23,128000,90,75,65,70,62,68,70,70,320,7,48,70,5,320,70,65,60,0,0,-1,80,80,0,0,0,0,0,2
楊品樹,0,0,145,2,0,44,48000,15,45,55,65,15,85,65,55,125,6,55,125,6,125,125,0,0,0,0,-1,80,80,0,0,0,0,0,2
葛千節,0,0,146,2,0,35,50000,65,35,45,45,25,55,45,43,40,5,58,35,7,40,35,0,0,0,0,-1,80,80,0,0,0,0,0,2
虞南朔,0,0,147,5,0,24,37000,15,15,65,65,35,15,75,62,28,4,66,70,6,28,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
路曉瀾,0,0,148,1,0,28,30000,65,15,15,45,45,65,45,35,0,5,65,60,1,0,60,0,0,0,0,-1,80,80,0,0,0,0,0,2
歐陽松,0,0,149,5,0,28,40000,45,35,35,65,55,55,65,37,10,5,65,97,7,10,97,0,0,0,0,-1,80,80,0,0,0,0,0,2
鄭風遙,0,0,150,0,0,29,22000,65,75,15,75,65,45,45,48,25,7,70,70,6,25,70,12,0,0,0,-1,80,80,0,0,0,0,0,2
鄭清嵐,0,0,151,3,0,34,51000,65,65,35,85,35,65,65,71,291,8,70,170,5,291,170,18,0,0,0,-1,80,80,0,0,0,0,0,2
鄧少風,0,0,152,1,0,36,32000,70,45,25,65,25,45,45,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
穆長風,0,0,153,3,0,36,42000,55,75,45,65,45,65,35,60,41,7,73,29,7,41,29,0,0,0,0,-1,80,80,0,0,0,0,0,2
蕭白衣,0,0,154,1,0,29,33000,60,45,65,65,65,55,25,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
薛少英,0,0,155,1,0,28,32000,62,35,45,65,65,45,35,45,0,3,75,70,7,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
聶永原,0,0,156,1,0,26,29000,50,50,65,45,75,55,25,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
顏宗瀚,0,0,157,2,0,50,62000,35,75,55,35,65,65,45,71,208,7,76,179,8,208,179,10,0,0,0,-1,80,80,0,0,0,0,0,2
羅子齊,0,0,158,3,0,32,39000,65,65,45,45,65,45,45,43,12,5,70,104,8,12,104,21,13,0,0,-1,80,80,0,0,0,0,0,2
張千雄,0,0,159,1,0,17,18000,85,75,15,45,45,45,15,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
余火龍,0,0,160,1,0,34,16000,60,55,35,65,55,45,25,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
吳名將,0,0,161,3,0,46,32000,45,45,25,45,65,65,35,61,69,7,64,73,6,69,73,0,0,0,0,-1,80,80,0,0,0,0,0,2
林阿寶,0,0,162,1,0,17,14000,35,45,15,65,55,45,45,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
吳　財,0,0,163,4,0,26,30000,25,35,35,45,45,35,35,38,10,5,75,173,7,10,173,0,0,0,0,-1,80,80,0,0,0,0,0,2
張治偉,0,0,164,5,0,45,34000,35,15,25,65,55,25,35,45,150,5,75,170,6,150,170,0,0,0,0,-1,80,80,0,0,0,0,0,2
莊正鐵,0,0,165,4,0,20,28000,80,55,15,25,75,15,25,66,24,6,70,71,6,24,71,0,0,0,0,-1,80,80,0,0,0,0,0,2
洪青龍,0,0,166,5,0,32,43000,75,60,65,65,45,35,55,48,67,5,62,70,6,67,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
廖虎霸,0,0,167,1,0,37,36000,60,65,45,45,65,25,45,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
包子王,0,0,168,1,0,62,38000,45,45,65,35,45,45,55,76,361,5,75,170,6,361,170,0,0,0,0,-1,80,80,0,0,0,0,0,2
王衿海,0,0,169,5,0,40,36000,45,45,65,35,45,45,55,68,130,5,75,73,6,130,73,0,0,0,0,-1,80,80,0,0,0,0,0,2
章　飛,0,0,170,1,0,45,162000,65,65,65,55,90,55,65,58,108,7,86,776,8,108,776,86,37,0,0,-1,80,80,0,0,0,0,0,2
方書穎,0,0,171,1,0,28,20000,75,80,65,35,45,45,55,45,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
李三端,0,0,172,0,0,40,140000,70,80,15,45,55,35,85,64,271,6,86,464,6,271,464,0,0,0,0,-1,80,80,0,0,0,0,0,2
劉的華,0,0,173,1,0,38,215000,95,65,65,75,68,55,60,80,650,7,72,270,5,650,270,90,80,0,0,-1,80,80,0,0,0,0,0,2
魚澄慶,0,0,174,1,0,36,160000,90,78,80,65,65,60,75,25,12,5,76,442,7,12,442,64,52,0,0,-1,80,80,0,0,0,0,0,2
李　叨,0,0,175,1,0,17,85000,66,80,75,35,60,55,85,23,62,4,82,531,8,62,531,60,56,0,0,-1,80,80,0,0,0,0,0,2
彭洽洽,0,0,176,1,0,28,74000,45,60,80,55,95,75,70,61,260,7,70,382,7,260,382,49,19,0,0,-1,80,80,0,0,0,0,0,2
戴忠人,0,0,177,0,0,12,72000,75,75,65,45,55,50,85,63,213,6,64,310,7,213,310,52,24,0,0,-1,80,80,0,0,0,0,0,2
傅　俊,0,0,178,3,0,28,32000,65,45,65,35,45,45,55,36,20,5,63,109,7,20,109,10,8,0,0,-1,80,80,0,0,0,0,0,2
方開陽,0,0,179,1,0,28,22000,58,45,65,35,45,45,55,38,92,5,62,170,7,92,170,5,0,0,0,-1,80,80,0,0,0,0,0,2
